N	MZI_f_MHz	SYNC_f_MHz	MZI_D_ns	MZI_W_ns	DET_D_ns	DET_W_ns	State	D0	D1
0	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	802
1	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333752,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	1	0	801
2	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	802
1	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	1	0	801
2	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	1	6	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333755	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	1	0	802
4	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	802
0	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	802
1	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	1	0	802
2	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333757,5	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	1	0	801
2	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	1	0	801
4	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	1	0	801
4	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	801
3	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333760	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	0	801
3	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333762,5	6000	0	8	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333765	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	801
3	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	1	0	801
4	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	1	0	801
4	0,00353781928819076	6,00000240000096E-05	0	25	8333767,5	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	1	0	802
4	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	801
3	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	802
0	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333770	6000	0	0	801
0	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	802
1	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	1	0	801
2	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	802
0	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	1	0	801
2	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	1	0	801
4	0,00353781928819076	6,00000240000096E-05	0	25	8333772,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	801
3	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	801
3	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	801
3	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333775	6000	0	0	802
0	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	1	0	800
2	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	0	0	801
3	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	0	0	800
1	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	1	0	801
2	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	0	0	800
3	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	1	0	800
4	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	0	0	800
0	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	0	0	801
1	0,00353781928819076	6,00000240000096E-05	0	25	8333777,5	6000	1	0	800
